"C14Age","C14SD","Laboratorycode","Site","CalibratedDates","29","49","69","89","109","129","149","169","189","209","229","249","269","289","309","329","349","369","389","409","429","449","469","489","509","529","549","569","589","609","629","649","669","689","709","729","749","769","789","809","829","849","869","889","909","929","949","969","989","1009","1029","1049","1069","1089","1109","1129","1149","1169","1189","1209","1229","1249","1269","1289","1309","1329","1349","1369","1389","1409","1429","1449","1469","1489","1509","1529","1549","1569","1589","1609","1629","1649","1669","1689","1709","1729","1749","1769","1789","1809","1829","1849","1869","1889","1909","1929","1949","1969","1989","2009","2029","2049","2069","2089","2109","2129","2149","2169","2189","2209","2229","2249","2269","2289","2309","2329","2349","2369","2389","2409","2429","2449","2469","2489","2509","2529","2549","2569","2589","2609","2629","2649","2669","2689","2709","2729","2749","2769","2789","2809","2829","2849","2869","2889","2909","2929","2949","2969","2989","3009","3029","3049","3069","3089","3109","3129","3149","3169","3189","3209","3229","3249","3269","3289","3309","3329","3349","3369","3389","3409","3429","3449","3469","3489","3509","3529","3549","3569","3589","3609","3629","3649","3669","3689","3709","3729","3749","3769","3789","3809","3829","3849","3869","3889","3909","3929","3949","3969","3989","4009","4029","4049","4069","4089","4109","4129","4149","4169","4189","4209","4229","4249","4269","4289","4309","4329","4349","4369","4389","4409","4429","4449","4469","4489","4509","4529","4549","4569","4589","4609","4629","4649","4669","4689","4709","4729","4749","4769","4789","4809","4829","4849","4869","4889","4909","4929","4949","4969","4989","5009","5029","5049","5069","5089","5109","5129","5149","5169","5189","5209","5229","5249","5269","5289","5309","5329","5349","5369","5389","5409","5429","5449","5469","5489","5509","5529","5549","5569","5589","5609","5629","5649","5669","5689","5709","5729","5749","5769","5789","5809","5829","5849","5869","5889","5909","5929","5949","5969","5989","6009","6029","6049","6069","6089","6109","6129","6149","6169","6189","6209","6229","6249","6269","6289","6309","6329","6349","6369","6389","6409","6429","6449","6469","6489","6509","6529","6549","6569","6589","6609","6629","6649","6669","6689","6709","6729","6749","6769","6789","6809","6829","6849","6869","6889","6909","6929","6949","6969","6989","7009","7029","7049","7069","7089","7109","7129","7149","7169","7189","7209","7229","7249","7269","7289","7309","7329","7349","7369","7389","7409","7429","7449","7469","7489","7509","7529","7549","7569","7589","7609","7629","7649","7669","7689","7709","7729","7749","7769","7789","7809","7829"
"3415","85","AA-12483","SMM","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000521256683037272","0.00169938827663641","0.00422581172043837","0.00336710187414083","0.00724017530906499","0.0179909672661684","0.031427223690714","0.0393116138904168","0.0372925840740569","0.0343636018833737","0.0538830717085597","0.0688873710196365","0.0673639951603233","0.0694487149204134","0.0722603930367019","0.0718129332246202","0.0699271069087846","0.0618456617650949","0.0453839142954975","0.0476916156171603","0.0456771407086079","0.0421443594240975","0.0603619144220063","0.0374318542635474","0.0167423186390586","0.0148328809664608","0.00974563127890571","0.00526549657811718","0.00313807464536598","0.0038450440950812","0.00294585057411211","0.000614242220576438","0.000126895362749033","0.00012324267080117","0.000673434085679039","0.000579374285596814","6.86235564675472e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3745","75","AA-12484","SMM","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000502422375347441","0.000411684383828104","0.00053175209100575","0.000750391915438611","0","0.00119530772455984","0.00499650268961705","0.0058177100577418","0.00979134759277829","0.0176636924462319","0.0274289270388406","0.0237507726840528","0.0282309275505998","0.056224119475297","0.0688299070951071","0.0685062754985074","0.0536078370568958","0.0559008436948103","0.0719545646761895","0.071854209747974","0.0757222889870379","0.0666488299350227","0.0481692165259616","0.0441172880020311","0.0588181014219052","0.0504792030517644","0.0256514026460236","0.022499079059537","0.0210028288349684","0.0101172565315671","0.0135330393720423","0.0147107377369481","0.0108166457123853","0.0123023954731251","0.00625124932949277","0.000437102127509339","5.65323364116404e-05","0","0.000270584428643954","0.000240866821695092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3885","70","AA-12486","SMM","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000167150200121433","7.63860364178234e-05","0.000164086115679092","0.00193944709742204","0.00426996623136758","0.00421553118981002","0.00146019053536049","0.00169184033473692","0.00980959826008533","0.021980800472116","0.0117545941201373","0.0268362395133849","0.0507871473857518","0.0551779550869158","0.0386643128624103","0.0480622304012992","0.0725068101956059","0.0749446000215604","0.0751200907971614","0.0764867175891745","0.0773853886010538","0.0772022436245417","0.0768844703127982","0.0779765314346928","0.0659294606935289","0.0258348705706361","0.0118304903879978","0.0105969377127101","0.0214633651205992","0.020190787359385","0.00352271366382433","0.00168972985842195","0.00169341491982374","0.000418683485943861","0.000526404804240597","3.48540065481911e-05","0","0","7.4127940018345e-05","0","0","0","0.000358085326557257","0.000225317698668961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4975","70","AA-12487","SMM","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000250630288582667","0.00358488971156801","0.00261629167608163","0.00139911316125562","0.000794029354216068","0.00139342256821237","0.0242228745452842","0.0839586608687978","0.0808392765593539","0.0793712906191805","0.0958133045911037","0.0960552758742633","0.0958762739651722","0.089947759219663","0.06300641087548","0.0329119942850928","0.0319142513552705","0.0356930930191745","0.0611156168543438","0.0633366353129362","0.053836638661036","0.0402925839912125","0.00959094128528703","0.00150352904265181","6.72295747928217e-05","0.000278123382904667","0.000268783919472277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4980","85","AA-14775","SMM","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000229368912775347","0.000394008979227466","0.000448390284530888","3.46411824231117e-05","0","0","0.000140399513571002","0.00121460631881368","0.00743071782602794","0.00595021424446931","0.00386160573355221","0.00261749166613095","0.00382709144821067","0.0280305733041381","0.073362473464586","0.0711964941406374","0.0702554446862532","0.0825212082324581","0.0823910580369931","0.0823265601007588","0.0800948251153744","0.0639673858179781","0.0422059340243891","0.0414109593259106","0.0445835272179319","0.0629056793841086","0.0646117053674106","0.0581520609701165","0.047691701894268","0.0178813208738904","0.00518333111931221","0.00113798904041809","0.00187985033487101","0.0017174424279806","2.58106605440876e-05","0","0","0","0.000139991268783914","0.000109252996619781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5590","65","AA-14776","SMM","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000195352552823871","0","0","0.000363754151609128","0.00419010213294408","0.00875554641111185","0.00197948249098036","0.00406330773495143","0.0374076108162955","0.111584473678252","0.134155745151594","0.133587087982089","0.130703621622103","0.127793652425282","0.0887154790351873","0.0909101147081059","0.0577622476683728","0.0475318883539982","0.0331046449762269","0.0089890856680748","0.0103734886488492","0.00762136557145872","0.00228519385386921","0.00302427653182824","0.00277002743824355","0.00150862509687632","0.000387186687028116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1730","50","AA-16493","Aussois","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00118856253233124","0.00521541178081522","0.00372841956796013","0.00263046259869251","0.00370200106356756","0.00316383615317868","0.0262908739579476","0.0968660331348825","0.114863297054353","0.126850510660461","0.135788631697293","0.111265315675291","0.0890091328661372","0.124164560018456","0.124633931051808","0.055772337848319","0.0151522911194375","0.00289384796995272","0.00245089096847287","0.0019831689724992","0.00180130254901968","0.000439303453246593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4495","55","AA-16494","SMM","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000109522337683735","0.00330419453682311","0.00982746286200541","0.00968071385705897","0.00942761353377325","0.006134914002497","0.0190240836370889","0.0417585208140003","0.0323147558309881","0.0297176968971887","0.0587168921657454","0.0691688372024803","0.0672074419664868","0.068938734752063","0.0691366923054025","0.0620167732733541","0.0690137822101852","0.0671188830146337","0.0619735415193055","0.0670092682154513","0.0672653064243371","0.0689534352259209","0.058957221013871","0.0264819840582154","0.00104501428595349","0","1.12358809046631e-05","0.000500440314522705","0.00116860905539732","0.003536392561319","0.000519297164443973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3970","45","AA-16495","SMM","Probabilities of ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000221498627547472","0.00115974141733775","0.00178819258985218","0.000313996899704236","0.00119654490274524","0.0126705479217071","0.0162269238588355","0.021415355870903","0.0590576622574887","0.0423980152279858","0.0384564515200472","0.0548602627927472","0.0450322292173335","0.10425868687358","0.156139211634813","0.0860630201611119","0.0814533841284209","0.141223203684538","0.134113623800392","0.0254847376630743","0.010257114408778","0.0104650360933174","0.00153485930406539","0.00214004392266597","0.000399324245403435","0.000144829933184089","5.53442769596188e-05","0.000377717446302721","0","0","1.08194545377931e-05","0.00137342959992129","0.000883824800515951","1.00434688618696e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
